Subject Id,Visit,LabRecordID,Study Identifier,Domain Abbreviation,Project Unique Identifier,Cohort,Subject Identification,Pool Identifier,Group Identifier,Specimen Identifier,Sponsor-Defined Identifier,Lab Test or Examination Short Name,Lab Test or Examination Name,Category for Lab Test,Subcategory for Lab Test,Result or Findings as Collected,Unit of the Original Result,Reference Range Lower Limit-Orig Unit,Reference Range Upper Limit-Orig Unit,Standardized Result in Character Format,Standardized Result in Numeric Format,Unit of the Standardized Result,Reference Range Lower Limit-Std Unit,Reference Range Upper Limit-Std Unit,Reference Range for Char Rslt-Std Unit,Reference Range Indicator,Completion Status,Reason Not Done,Laboratory Name,Specimen Material Type,Anatomical Region of Specimen,Specimen Condition,Specimen Usability for the Test,Specimen Collection Location,Specimen Laterality within Subject,Specimen Directionality within Subject,Portion or Totality,Method of Test or Examination,Baseline Flag,Fasting Status,Derived Flag,Toxicity,Standard Toxicity Grade,Exclusion Flag,Reason for Exclusion,Unscheduled Flag,Planned Study Day of Collection,Date/Time of Specimen Collection,End Date/Time of Specimen Collection,Study Day of Specimen Collection,Study Day of End of Specimen Collection,Nominal Study Day for Tabulations,Label for Nominal Study Day,Planned Time Point Name,Planned Time Point Number,Planned Elapsed Time from Time Point Ref,Time Point Reference,Date/Time of Reference Time Point
N150a009,LB,N150a009_142_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-26,2012-04-26,142,142,1,Week 18,,,,,
N150a009,LB,N150a009_142_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-26,2012-04-26,142,142,1,Week 18,,,,,
N150a009,LB,N150a009_146_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-30,2012-04-30,146,146,1,Week 19,,,,,
N150a009,LB,N150a009_146_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-30,2012-04-30,146,146,1,Week 19,,,,,
N150a009,LB,N150a009_149_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-03,2012-05-03,149,149,1,Week 19,,,,,
N150a009,LB,N150a009_149_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-03,2012-05-03,149,149,1,Week 19,,,,,
N150a009,LB,N150a009_153_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-07,2012-05-07,153,153,1,Week 20,,,,,
N150a009,LB,N150a009_153_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-07,2012-05-07,153,153,1,Week 20,,,,,
N150a009,LB,N150a009_156_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-10,2012-05-10,156,156,1,Week 20,,,,,
N150a009,LB,N150a009_156_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-10,2012-05-10,156,156,1,Week 20,,,,,
N150a009,LB,N150a009_160_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-14,2012-05-14,160,160,1,Week 21,,,,,
N150a009,LB,N150a009_160_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-14,2012-05-14,160,160,1,Week 21,,,,,
N150a009,LB,N150a009_164_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-18,2012-05-18,164,164,1,Week 21,,,,,
N150a009,LB,N150a009_164_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-18,2012-05-18,164,164,1,Week 21,,,,,
N150a009,LB,N150a009_167_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-21,2012-05-21,167,167,1,Week 22,,,,,
N150a009,LB,N150a009_167_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-21,2012-05-21,167,167,1,Week 22,,,,,
N150a009,LB,N150a009_170_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-24,2012-05-24,170,170,1,Week 22,,,,,
N150a009,LB,N150a009_170_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-24,2012-05-24,170,170,1,Week 22,,,,,
N150a009,LB,N150a009_176_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-30,2012-05-30,176,176,1,Week 23,,,,,
N150a009,LB,N150a009_176_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-30,2012-05-30,176,176,1,Week 23,,,,,
N150a009,LB,N150a009_181_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-04,2012-06-04,181,181,1,Week 24,,,,,
N150a009,LB,N150a009_181_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-04,2012-06-04,181,181,1,Week 24,,,,,
N150a009,LB,N150a009_184_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-07,2012-06-07,184,184,1,Week 24,,,,,
N150a009,LB,N150a009_184_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-07,2012-06-07,184,184,1,Week 24,,,,,
N150a009,LB,N150a009_188_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-11,2012-06-11,188,188,1,Week 25,,,,,
N150a009,LB,N150a009_188_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-11,2012-06-11,188,188,1,Week 25,,,,,
N150a009,LB,N150a009_191_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-14,2012-06-14,191,191,1,Week 25,,,,,
N150a009,LB,N150a009_191_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-14,2012-06-14,191,191,1,Week 25,,,,,
N150a009,LB,N150a009_195_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-18,2012-06-18,195,195,1,Week 26,,,,,
N150a009,LB,N150a009_195_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-18,2012-06-18,195,195,1,Week 26,,,,,
N150a009,LB,N150a009_198_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-21,2012-06-21,198,198,1,Week 26,,,,,
N150a009,LB,N150a009_198_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-21,2012-06-21,198,198,1,Week 26,,,,,
N150a009,LB,N150a009_202_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-25,2012-06-25,202,202,1,Week 27,,,,,
N150a009,LB,N150a009_202_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-25,2012-06-25,202,202,1,Week 27,,,,,
N150a009,LB,N150a009_205_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-28,2012-06-28,205,205,1,Week 27,,,,,
N150a009,LB,N150a009_205_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-28,2012-06-28,205,205,1,Week 27,,,,,
N150a009,LB,N150a009_209_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-02,2012-07-02,209,209,1,Week 28,,,,,
N150a009,LB,N150a009_209_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-02,2012-07-02,209,209,1,Week 28,,,,,
N150a009,LB,N150a009_212_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-05,2012-07-05,212,212,1,Week 28,,,,,
N150a009,LB,N150a009_212_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,9,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-05,2012-07-05,212,212,1,Week 28,,,,,
N150a011,LB,N150a011_13_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis A,Tumor Volume Measurement,,,8.0,mm,,,8.0,8.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),Y,,,,,,,,,2011-12-19,2011-12-19,13,13,1,Week 1,,,,,
N150a011,LB,N150a011_13_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis B,Tumor Volume Measurement,,,6.5,mm,,,6.5,6.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),Y,,,,,,,,,2011-12-19,2011-12-19,13,13,1,Week 1,,,,,
N150a011,LB,N150a011_16_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis A,Tumor Volume Measurement,,,9.0,mm,,,9.0,9.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2011-12-22,2011-12-22,16,16,1,Week 1,,,,,
N150a011,LB,N150a011_16_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis B,Tumor Volume Measurement,,,8.5,mm,,,8.5,8.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2011-12-22,2011-12-22,16,16,1,Week 1,,,,,
N150a011,LB,N150a011_20_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis A,Tumor Volume Measurement,,,9.5,mm,,,9.5,9.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2011-12-26,2011-12-26,20,20,1,Week 2,,,,,
N150a011,LB,N150a011_20_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis B,Tumor Volume Measurement,,,8.5,mm,,,8.5,8.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2011-12-26,2011-12-26,20,20,1,Week 2,,,,,
N150a011,LB,N150a011_23_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis A,Tumor Volume Measurement,,,9.5,mm,,,9.5,9.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2011-12-29,2011-12-29,23,23,1,Week 2,,,,,
N150a011,LB,N150a011_23_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis B,Tumor Volume Measurement,,,9.0,mm,,,9.0,9.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2011-12-29,2011-12-29,23,23,1,Week 2,,,,,
N150a011,LB,N150a011_27_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis A,Tumor Volume Measurement,,,9.5,mm,,,9.5,9.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-02,2012-01-02,27,27,1,Week 3,,,,,
N150a011,LB,N150a011_27_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis B,Tumor Volume Measurement,,,9.5,mm,,,9.5,9.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-02,2012-01-02,27,27,1,Week 3,,,,,
N150a011,LB,N150a011_30_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis A,Tumor Volume Measurement,,,9.5,mm,,,9.5,9.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-05,2012-01-05,30,30,1,Week 3,,,,,
N150a011,LB,N150a011_30_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis B,Tumor Volume Measurement,,,9.0,mm,,,9.0,9.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-05,2012-01-05,30,30,1,Week 3,,,,,
N150a011,LB,N150a011_34_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis A,Tumor Volume Measurement,,,8.5,mm,,,8.5,8.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-09,2012-01-09,34,34,1,Week 4,,,,,
N150a011,LB,N150a011_34_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis B,Tumor Volume Measurement,,,7.5,mm,,,7.5,7.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-09,2012-01-09,34,34,1,Week 4,,,,,
N150a011,LB,N150a011_37_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis A,Tumor Volume Measurement,,,8.0,mm,,,8.0,8.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-12,2012-01-12,37,37,1,Week 4,,,,,
N150a011,LB,N150a011_37_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis B,Tumor Volume Measurement,,,7.0,mm,,,7.0,7.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-12,2012-01-12,37,37,1,Week 4,,,,,
N150a011,LB,N150a011_41_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis A,Tumor Volume Measurement,,,7.0,mm,,,7.0,7.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-16,2012-01-16,41,41,1,Week 5,,,,,
N150a011,LB,N150a011_41_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis B,Tumor Volume Measurement,,,7.0,mm,,,7.0,7.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-16,2012-01-16,41,41,1,Week 5,,,,,
N150a011,LB,N150a011_44_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis A,Tumor Volume Measurement,,,6.0,mm,,,6.0,6.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-19,2012-01-19,44,44,1,Week 5,,,,,
N150a011,LB,N150a011_44_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis B,Tumor Volume Measurement,,,6.0,mm,,,6.0,6.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-19,2012-01-19,44,44,1,Week 5,,,,,
N150a011,LB,N150a011_48_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis A,Tumor Volume Measurement,,,5.5,mm,,,5.5,5.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-23,2012-01-23,48,48,1,Week 6,,,,,
N150a011,LB,N150a011_48_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis B,Tumor Volume Measurement,,,5.0,mm,,,5.0,5.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-23,2012-01-23,48,48,1,Week 6,,,,,
N150a011,LB,N150a011_51_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis A,Tumor Volume Measurement,,,4.0,mm,,,4.0,4.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-26,2012-01-26,51,51,1,Week 6,,,,,
N150a011,LB,N150a011_51_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis B,Tumor Volume Measurement,,,3.5,mm,,,3.5,3.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-26,2012-01-26,51,51,1,Week 6,,,,,
N150a011,LB,N150a011_55_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis A,Tumor Volume Measurement,,,4.5,mm,,,4.5,4.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-30,2012-01-30,55,55,1,Week 7,,,,,
N150a011,LB,N150a011_55_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis B,Tumor Volume Measurement,,,4.0,mm,,,4.0,4.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-30,2012-01-30,55,55,1,Week 7,,,,,
N150a011,LB,N150a011_58_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis A,Tumor Volume Measurement,,,4.5,mm,,,4.5,4.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-02,2012-02-02,58,58,1,Week 7,,,,,
N150a011,LB,N150a011_58_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis B,Tumor Volume Measurement,,,4.0,mm,,,4.0,4.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-02,2012-02-02,58,58,1,Week 7,,,,,
N150a011,LB,N150a011_62_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis A,Tumor Volume Measurement,,,3.5,mm,,,3.5,3.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-06,2012-02-06,62,62,1,Week 8,,,,,
N150a011,LB,N150a011_62_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis B,Tumor Volume Measurement,,,3.0,mm,,,3.0,3.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-06,2012-02-06,62,62,1,Week 8,,,,,
N150a011,LB,N150a011_65_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-09,2012-02-09,65,65,1,Week 8,,,,,
N150a011,LB,N150a011_65_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-09,2012-02-09,65,65,1,Week 8,,,,,
N150a011,LB,N150a011_69_1,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis A,Tumor Volume Measurement,,,3.5,mm,,,3.5,3.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-13,2012-02-13,69,69,1,Week 9,,,,,
N150a011,LB,N150a011_69_2,"Xeno Nimo Hypox,FaDu",LB,N150,a,11,,,,,Axis B,Tumor Volume Measurement,,,3.0,mm,,,3.0,3.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-13,2012-02-13,69,69,1,Week 9,,,,,
